window_end,a,b,σ0,σ1,pi0,pi1,α00,α01,α10,α11,rho
2019-02-12,1.600000,16.000000,9.179920,13.863035,0.500000,0.500000,0.009043,0.990957,0.006756,0.993244,0.866827
2019-02-13,1.600000,16.000000,11.742423,15.454500,0.500000,0.500000,0.003235,0.996765,0.774383,0.225617,-0.304063
2019-02-14,1.600000,16.000000,8.439891,11.766885,0.500000,0.500000,0.985524,0.014476,0.506064,0.493936,0.653455
2019-02-15,1.600000,16.000000,8.545481,14.152583,0.500000,0.500000,0.625865,0.374135,0.446107,0.553893,0.241665
2019-02-16,1.600000,16.000000,14.510081,15.864813,0.500000,0.500000,0.017908,0.982092,0.819237,0.180763,0.485643
2019-02-17,1.600000,16.000000,2.769058,8.840858,0.500000,0.500000,0.164885,0.835115,0.831860,0.168140,0.020426
2019-02-18,1.600000,16.000000,6.926029,14.281739,0.500000,0.500000,0.667974,0.332026,0.002309,0.997691,0.544996
2019-02-19,1.600000,16.000000,4.488175,13.556971,0.500000,0.500000,0.072012,0.927988,0.110222,0.889778,0.806816
2019-02-20,1.600000,16.000000,15.000459,15.984301,0.500000,0.500000,0.156504,0.843496,0.967424,0.032576,0.483206
2019-02-21,1.600000,16.000000,7.303642,14.410700,0.500000,0.500000,0.049238,0.950762,0.975333,0.024667,-0.427638
2019-02-22,1.600000,16.000000,4.698004,15.431947,0.500000,0.500000,0.708146,0.291854,0.890239,0.109761,0.344526
2019-02-23,1.600000,16.000000,13.344361,15.416483,0.500000,0.500000,0.551339,0.448661,0.539894,0.460106,0.889895
2019-02-24,1.600000,16.000000,6.311668,15.353059,0.500000,0.500000,0.016247,0.983753,0.004056,0.995944,-0.561409
2019-02-25,1.600000,16.000000,13.054185,15.555104,0.500000,0.500000,0.320322,0.679678,0.005231,0.994769,0.014788
2019-02-26,1.600000,16.000000,10.363718,12.166600,0.500000,0.500000,0.713496,0.286504,0.622959,0.377041,0.671141
2019-02-27,1.600000,16.000000,15.616283,15.914355,0.500000,0.500000,0.087991,0.912009,0.698137,0.301863,0.561465
2019-02-28,1.600000,16.000000,6.092389,15.357873,0.500000,0.500000,0.620763,0.379237,0.103003,0.896997,0.719331
2019-03-01,1.600000,16.000000,5.832214,12.288737,0.500000,0.500000,0.052845,0.947155,0.264938,0.735062,0.428174
2019-03-02,1.600000,16.000000,12.304986,15.906114,0.500000,0.500000,0.451947,0.548053,0.282672,0.717328,0.565868
2019-03-03,1.600000,16.000000,13.034853,15.552193,0.500000,0.500000,0.074334,0.925666,0.870481,0.129519,0.584913
2019-03-04,1.600000,16.000000,6.056142,15.462990,0.500000,0.500000,0.923199,0.076801,0.447868,0.552132,0.983346
2019-03-05,1.600000,16.000000,10.900260,15.684387,0.500000,0.500000,0.944436,0.055564,0.590180,0.409820,0.972056
2019-03-06,1.600000,16.000000,8.007586,14.428756,0.500000,0.500000,0.427878,0.572122,0.260492,0.739508,-0.214429
2019-03-07,1.600000,16.000000,11.983915,15.895632,0.500000,0.500000,0.998414,0.001586,0.807214,0.192786,-0.970078
2019-03-08,1.600000,16.000000,8.922638,14.646607,0.500000,0.500000,0.700302,0.299698,0.407002,0.592998,0.579347
2019-03-09,1.600000,16.000000,12.504767,15.989288,0.500000,0.500000,0.095008,0.904992,0.373682,0.626318,-0.271180
2019-03-10,1.600000,16.000000,7.859625,15.439794,0.500000,0.500000,0.734704,0.265296,0.673737,0.326263,0.322531
2019-03-11,1.600000,16.000000,8.399733,15.266140,0.500000,0.500000,0.929586,0.070414,0.853683,0.146317,-0.769200
2019-03-12,1.600000,16.000000,11.107050,15.492368,0.500000,0.500000,0.996729,0.003271,0.025921,0.974079,0.121079
2019-03-13,1.300000,13.000000,6.315303,12.422179,0.500000,0.500000,0.999947,0.000053,0.175653,0.824347,0.821596
2019-03-14,1.300000,13.000000,3.922402,10.194312,0.500000,0.500000,0.700363,0.299637,0.789388,0.210612,0.109614
2019-03-15,1.300000,13.000000,6.457400,12.312302,0.500000,0.500000,0.278904,0.721096,0.013624,0.986376,0.623723
2019-03-16,1.300000,13.000000,11.342450,12.677072,0.500000,0.500000,0.764123,0.235877,0.137271,0.862729,0.116769
2019-03-17,1.300000,13.000000,12.096776,12.908762,0.500000,0.500000,0.115477,0.884523,0.975076,0.024924,-0.097008
2019-03-18,1.300000,13.000000,12.318353,12.506310,0.500000,0.500000,0.571343,0.428657,0.959141,0.040859,0.999010
2019-03-19,1.800000,18.000000,15.873155,17.949744,0.500000,0.500000,0.886487,0.113513,0.672255,0.327745,0.749011
2019-03-20,1.800000,18.000000,16.459116,17.764773,0.500000,0.500000,0.369860,0.630140,0.782299,0.217701,-0.119703
2019-03-21,1.800000,18.000000,10.984455,16.554803,0.500000,0.500000,0.890359,0.109641,0.484990,0.515010,-0.031468
2019-03-22,1.800000,18.000000,11.102712,17.253546,0.500000,0.500000,0.806181,0.193819,0.981749,0.018251,-0.627510
2019-03-23,1.800000,18.000000,12.112156,17.956831,0.500000,0.500000,0.105224,0.894776,0.449322,0.550678,-0.933164
2019-03-24,1.800000,18.000000,16.116526,16.958262,0.500000,0.500000,0.252466,0.747534,0.218737,0.781263,0.214533
2019-03-25,1.800000,18.000000,15.121363,17.436828,0.500000,0.500000,0.886092,0.113908,0.000782,0.999218,-0.986085
2019-03-26,1.800000,18.000000,5.725443,11.129540,0.500000,0.500000,0.000125,0.999875,0.972935,0.027065,0.785592
2019-03-27,1.800000,18.000000,15.701823,17.783511,0.500000,0.500000,0.785218,0.214782,0.096178,0.903822,0.125423
2019-03-28,1.800000,18.000000,10.920387,17.190063,0.500000,0.500000,0.876827,0.123173,0.999998,0.000002,0.970415
2019-03-29,1.800000,18.000000,15.664510,17.871318,0.500000,0.500000,0.250056,0.749944,0.265514,0.734486,-0.483684
2019-03-30,1.800000,18.000000,8.355562,13.501658,0.500000,0.500000,0.690490,0.309510,0.353379,0.646621,-0.115692
2019-03-31,1.800000,18.000000,12.525362,17.902200,0.500000,0.500000,0.002735,0.997265,0.252962,0.747038,0.514591
2019-04-01,1.800000,18.000000,7.824452,12.340965,0.500000,0.500000,0.296900,0.703100,0.100701,0.899299,-0.663718
2019-04-02,1.800000,18.000000,17.744216,17.997029,0.500000,0.500000,0.206575,0.793425,0.215711,0.784289,-0.474239
2019-04-03,1.800000,18.000000,4.268396,15.677680,0.500000,0.500000,0.976895,0.023105,0.000739,0.999261,-0.501248
2019-04-04,1.800000,18.000000,16.856267,17.859187,0.500000,0.500000,0.437025,0.562975,0.352452,0.647548,-0.921096
2019-04-05,1.800000,18.000000,3.087907,13.154676,0.500000,0.500000,0.288146,0.711854,0.837556,0.162444,-0.519546
2019-04-06,1.800000,18.000000,6.481424,15.961185,0.500000,0.500000,0.446649,0.553351,0.405412,0.594588,0.830954
2019-04-07,1.800000,18.000000,6.547461,13.996316,0.500000,0.500000,0.069204,0.930796,0.366360,0.633640,-0.870332
2019-04-08,1.800000,18.000000,15.271446,17.459434,0.500000,0.500000,0.515626,0.484374,0.374068,0.625932,0.698264
2019-04-09,1.800000,18.000000,16.074459,16.562771,0.500000,0.500000,0.938795,0.061205,0.065228,0.934772,-0.531611
2019-04-10,1.800000,18.000000,10.457598,13.834504,0.500000,0.500000,0.956978,0.043022,0.997960,0.002040,0.951966
2019-04-11,1.800000,18.000000,8.173619,16.212309,0.500000,0.500000,0.252639,0.747361,0.982259,0.017741,0.450192
2019-04-12,1.800000,18.000000,17.537772,17.766107,0.500000,0.500000,0.353937,0.646063,0.293772,0.706228,0.721023
2019-04-13,1.800000,18.000000,11.742572,17.744017,0.500000,0.500000,0.201786,0.798214,0.831574,0.168426,-0.363650
2019-04-14,1.800000,18.000000,17.425901,17.675744,0.500000,0.500000,0.884249,0.115751,0.990002,0.009998,0.870436
2019-04-15,1.800000,18.000000,2.781193,16.668466,0.500000,0.500000,0.508174,0.491826,0.992124,0.007876,-0.204094
2019-04-16,1.800000,18.000000,11.763748,14.368784,0.500000,0.500000,0.412230,0.587770,0.455729,0.544271,0.851059
2019-04-17,1.800000,18.000000,15.258466,16.381088,0.500000,0.500000,0.070343,0.929657,0.999480,0.000520,0.354381
2019-04-18,1.800000,18.000000,10.013371,17.984076,0.500000,0.500000,0.113075,0.886925,0.063118,0.936882,0.816517
2019-04-19,1.800000,18.000000,7.398446,17.938603,0.500000,0.500000,0.553543,0.446457,0.908820,0.091180,-0.618381
2019-04-20,1.800000,18.000000,11.122439,17.761601,0.500000,0.500000,0.759931,0.240069,0.398814,0.601186,-0.821994
2019-04-21,1.800000,18.000000,13.386725,17.194561,0.500000,0.500000,0.978750,0.021250,0.059334,0.940666,0.409592
2019-04-22,1.800000,18.000000,16.810450,17.756198,0.500000,0.500000,0.413173,0.586827,0.983338,0.016662,-0.128990
2019-04-23,1.800000,18.000000,10.459966,16.174843,0.500000,0.500000,0.999994,0.000006,0.822509,0.177491,-0.267494
2019-04-24,1.800000,18.000000,13.514583,17.064738,0.500000,0.500000,0.107860,0.892140,0.919998,0.080002,0.786887
2019-04-25,1.800000,18.000000,6.466511,17.936214,0.500000,0.500000,0.412542,0.587458,0.008739,0.991261,0.491006
2019-04-26,1.800000,18.000000,10.878049,16.788357,0.500000,0.500000,0.397267,0.602733,0.024166,0.975834,-0.461459
2019-04-27,1.800000,18.000000,14.545251,16.224646,0.500000,0.500000,0.086516,0.913484,0.962785,0.037215,0.118604
2019-04-28,1.800000,18.000000,9.443970,15.899400,0.500000,0.500000,0.129597,0.870403,0.984943,0.015057,-0.694499
2019-04-29,1.800000,18.000000,6.606279,15.922320,0.500000,0.500000,0.546714,0.453286,0.802252,0.197748,0.519124
2019-04-30,1.800000,18.000000,16.531842,17.975578,0.500000,0.500000,0.758808,0.241192,0.683858,0.316142,-0.959528
2019-05-01,1.800000,18.000000,13.838491,16.473453,0.500000,0.500000,0.430870,0.569130,0.830657,0.169343,0.048075
2019-05-02,1.900000,19.000000,16.138862,18.803289,0.500000,0.500000,0.971990,0.028010,0.347316,0.652684,-0.496974
2019-05-03,1.900000,19.000000,17.188810,18.091519,0.500000,0.500000,0.630324,0.369676,0.998539,0.001461,-0.724543
2019-05-04,1.900000,19.000000,12.697236,16.448446,0.500000,0.500000,0.666585,0.333415,0.156201,0.843799,0.592600
2019-05-05,1.900000,19.000000,10.486577,16.635242,0.500000,0.500000,0.743065,0.256935,0.681286,0.318714,-0.011749
2019-05-06,1.900000,19.000000,14.394390,18.598979,0.500000,0.500000,0.803300,0.196700,0.774174,0.225826,0.165108
2019-05-07,1.900000,19.000000,13.867770,18.523763,0.500000,0.500000,0.008159,0.991841,0.373909,0.626091,-0.819363
2019-05-08,1.900000,19.000000,14.165147,17.150812,0.500000,0.500000,0.830188,0.169812,0.223959,0.776041,-0.129221
2019-05-09,1.900000,19.000000,11.774796,17.334293,0.500000,0.500000,0.884756,0.115244,0.014510,0.985490,0.916502
2019-05-10,1.900000,19.000000,6.509857,11.092108,0.500000,0.500000,0.412419,0.587581,0.976648,0.023352,-0.180323
2019-05-11,1.900000,19.000000,18.866604,18.964437,0.500000,0.500000,0.031257,0.968743,0.299417,0.700583,-0.491958
2019-05-12,1.900000,19.000000,16.754308,18.768719,0.500000,0.500000,0.463530,0.536470,0.209331,0.790669,0.297494
2019-05-13,1.900000,19.000000,18.036633,18.932710,0.500000,0.500000,0.444234,0.555766,0.023128,0.976872,-0.654421
2019-05-14,1.900000,19.000000,11.088858,17.769675,0.500000,0.500000,0.718058,0.281942,0.863821,0.136179,0.110165
2019-05-15,1.900000,19.000000,15.525107,17.180486,0.500000,0.500000,0.177371,0.822629,0.048968,0.951032,-0.851682
2019-05-16,1.900000,19.000000,18.617659,18.999082,0.500000,0.500000,0.391415,0.608585,0.615823,0.384177,-0.058990
2019-05-17,1.900000,19.000000,4.718916,17.935239,0.500000,0.500000,0.108096,0.891904,0.988229,0.011771,-0.569955
2019-05-18,1.900000,19.000000,7.558811,13.226241,0.500000,0.500000,0.303240,0.696760,0.897429,0.102571,-0.121104
2019-05-19,1.900000,19.000000,8.325048,16.447856,0.500000,0.500000,0.005095,0.994905,0.954372,0.045628,0.618946
2019-05-20,1.900000,19.000000,18.498828,18.934625,0.500000,0.500000,0.027698,0.972302,0.974011,0.025989,0.252928
2019-05-21,1.900000,19.000000,12.603426,17.872282,0.500000,0.500000,0.017053,0.982947,0.003247,0.996753,-0.515349
2019-05-22,1.900000,19.000000,14.387695,17.652800,0.500000,0.500000,0.400467,0.599533,0.927663,0.072337,-0.271694
2019-05-23,1.900000,19.000000,16.876408,18.828289,0.500000,0.500000,0.824063,0.175937,0.417986,0.582014,0.554322
2019-05-24,1.900000,19.000000,11.906135,17.298695,0.500000,0.500000,0.998841,0.001159,0.668949,0.331051,0.115530
2019-05-25,1.900000,19.000000,13.727296,17.327701,0.500000,0.500000,0.995474,0.004526,0.749255,0.250745,-0.546259
2019-05-26,1.900000,19.000000,16.564711,18.579509,0.500000,0.500000,0.314014,0.685986,0.178660,0.821340,-0.572132
2019-05-27,2.400000,24.000000,3.833901,23.101570,0.500000,0.500000,0.130013,0.869987,0.999849,0.000151,-0.311123
2019-05-28,2.400000,24.000000,19.662490,23.474142,0.500000,0.500000,0.578467,0.421533,0.015863,0.984137,-0.297566
2019-05-29,2.400000,24.000000,20.505183,23.865184,0.500000,0.500000,0.187038,0.812962,0.538995,0.461005,0.515020
2019-05-30,2.400000,24.000000,19.072021,23.442778,0.500000,0.500000,0.180521,0.819479,0.012338,0.987662,0.909275
2019-05-31,2.400000,24.000000,17.317470,21.249575,0.500000,0.500000,0.839839,0.160161,0.899268,0.100732,-0.489143
2019-06-01,2.400000,24.000000,20.046984,23.912209,0.500000,0.500000,0.766742,0.233258,0.101267,0.898733,-0.742374
2019-06-02,2.400000,24.000000,20.973243,23.924182,0.500000,0.500000,0.264135,0.735865,0.111121,0.888879,0.113597
2019-06-03,2.400000,24.000000,18.511626,23.195836,0.500000,0.500000,0.043601,0.956399,0.992227,0.007773,-0.922630
2019-06-04,2.400000,24.000000,20.415145,22.465069,0.500000,0.500000,0.086947,0.913053,0.686218,0.313782,0.087525
2019-06-05,2.400000,24.000000,11.581390,23.215347,0.500000,0.500000,0.353564,0.646436,0.963370,0.036630,0.638461
2019-06-06,2.400000,24.000000,10.259893,22.724237,0.500000,0.500000,0.842239,0.157761,0.259569,0.740431,-0.375188
2019-06-07,2.400000,24.000000,17.270179,23.338511,0.500000,0.500000,0.566445,0.433555,0.069410,0.930590,-0.988558
2019-06-08,2.400000,24.000000,16.585507,23.400283,0.500000,0.500000,0.397819,0.602181,0.871771,0.128229,0.189832
2019-06-09,2.400000,24.000000,9.724967,20.769227,0.500000,0.500000,0.843838,0.156162,0.932296,0.067704,-0.133840
2019-06-10,2.400000,24.000000,6.868205,22.683952,0.500000,0.500000,0.819016,0.180984,0.529516,0.470484,0.360317
2019-06-11,2.400000,24.000000,6.897852,23.743578,0.500000,0.500000,0.884211,0.115789,0.751811,0.248189,0.114132
2019-06-12,2.400000,24.000000,21.177993,23.412127,0.500000,0.500000,0.551763,0.448237,0.565005,0.434995,-0.610761
2019-06-13,2.400000,24.000000,20.059728,23.628872,0.500000,0.500000,0.392807,0.607193,0.422312,0.577688,0.757395
2019-06-14,2.400000,24.000000,10.287982,16.605586,0.500000,0.500000,0.513337,0.486663,0.766606,0.233394,-0.281110
2019-06-15,2.400000,24.000000,23.006444,23.673193,0.500000,0.500000,0.779141,0.220859,0.996964,0.003036,0.282981
2019-06-16,2.400000,24.000000,22.555988,23.718852,0.500000,0.500000,0.077534,0.922466,0.997859,0.002141,-0.031054
2019-06-17,2.400000,24.000000,17.831217,19.732494,0.500000,0.500000,0.999919,0.000081,0.754264,0.245736,0.597544
2019-06-18,2.400000,24.000000,23.374644,23.837923,0.500000,0.500000,0.789026,0.210974,0.003181,0.996819,-0.227169
2019-06-19,2.400000,24.000000,12.577099,14.679562,0.500000,0.500000,0.051394,0.948606,0.013699,0.986301,0.722499
2019-06-20,2.400000,24.000000,20.008208,20.542071,0.500000,0.500000,0.798204,0.201796,0.140300,0.859700,-0.908900
2019-06-21,2.400000,24.000000,9.939138,20.746710,0.500000,0.500000,0.276030,0.723970,0.229437,0.770563,0.809859
2019-06-22,2.400000,24.000000,17.897142,22.224777,0.500000,0.500000,0.332778,0.667222,0.832105,0.167895,0.652538
2019-06-23,2.400000,24.000000,22.598271,23.969241,0.500000,0.500000,0.980298,0.019702,0.312631,0.687369,-0.415420
2019-06-24,2.400000,24.000000,18.633421,21.930039,0.500000,0.500000,0.329815,0.670185,0.742555,0.257445,-0.590397
2019-06-25,2.400000,24.000000,17.613963,20.528082,0.500000,0.500000,0.216843,0.783157,0.121270,0.878730,-0.352048
2019-06-26,2.400000,24.000000,20.579529,22.003129,0.500000,0.500000,0.949963,0.050037,0.000686,0.999314,0.341520
2019-06-27,2.400000,24.000000,12.625148,23.506122,0.500000,0.500000,0.439181,0.560819,0.121783,0.878217,0.886098
2019-06-28,2.400000,24.000000,10.093761,22.452901,0.500000,0.500000,0.842730,0.157270,0.013168,0.986832,-0.582508
2019-06-29,2.400000,24.000000,13.794751,23.201482,0.500000,0.500000,0.997707,0.002293,0.350029,0.649971,0.342607
2019-06-30,2.400000,24.000000,23.800437,23.946934,0.500000,0.500000,0.355225,0.644775,0.040815,0.959185,-0.469638
2019-07-01,2.400000,24.000000,20.705710,23.223609,0.500000,0.500000,0.391964,0.608036,0.079558,0.920442,-0.950381
2019-07-02,2.400000,24.000000,10.772363,22.521099,0.500000,0.500000,0.248793,0.751207,0.292450,0.707550,-0.117424
2019-07-03,2.400000,24.000000,7.167763,22.260505,0.500000,0.500000,0.269089,0.730911,0.969899,0.030101,-0.626507
2019-07-04,2.400000,24.000000,14.984860,23.449152,0.500000,0.500000,0.963147,0.036853,0.161895,0.838105,0.546608
2019-07-05,2.400000,24.000000,14.854195,22.172765,0.500000,0.500000,0.004339,0.995661,0.085918,0.914082,-0.453837
2019-07-06,2.400000,24.000000,17.190846,22.327052,0.500000,0.500000,0.045856,0.954144,0.243098,0.756902,-0.820065
2019-07-07,2.400000,24.000000,14.871270,18.106817,0.500000,0.500000,0.533782,0.466218,0.000073,0.999927,0.759441
2019-07-08,2.400000,24.000000,18.292973,23.555778,0.500000,0.500000,0.247871,0.752129,0.003345,0.996655,-0.977601
2019-07-09,2.400000,24.000000,12.962242,20.733227,0.500000,0.500000,0.957148,0.042852,0.830412,0.169588,0.908517
2019-07-10,2.400000,24.000000,12.152742,19.219066,0.500000,0.500000,0.626383,0.373617,0.379998,0.620002,0.894175
2019-07-11,2.400000,24.000000,20.117396,21.267510,0.500000,0.500000,0.937126,0.062874,0.001089,0.998911,0.667982
2019-07-12,2.400000,24.000000,14.745420,23.460077,0.500000,0.500000,0.041258,0.958742,0.493792,0.506208,-0.660227
2019-07-13,2.400000,24.000000,21.665573,23.060672,0.500000,0.500000,0.040533,0.959467,0.000124,0.999876,-0.452256
2019-07-14,2.400000,24.000000,21.714187,22.613629,0.500000,0.500000,0.370244,0.629756,0.757741,0.242259,-0.256394
2019-07-15,2.400000,24.000000,11.832368,23.754945,0.500000,0.500000,0.937031,0.062969,0.227417,0.772583,0.835049
2019-07-16,2.400000,24.000000,13.885005,22.538073,0.500000,0.500000,0.609224,0.390776,0.143899,0.856101,-0.037129
2019-07-17,2.400000,24.000000,3.543946,23.964561,0.500000,0.500000,0.531952,0.468048,0.094072,0.905928,0.527264
2019-07-18,2.400000,24.000000,18.245065,22.194848,0.500000,0.500000,0.201074,0.798926,0.095574,0.904426,0.162212
2019-07-19,2.400000,24.000000,13.638757,18.583222,0.500000,0.500000,0.649728,0.350272,0.141468,0.858532,0.515716
2019-07-20,2.400000,24.000000,17.640359,23.517990,0.500000,0.500000,0.929921,0.070079,0.000133,0.999867,-0.049414
2019-07-21,2.400000,24.000000,15.506801,23.897824,0.500000,0.500000,0.228085,0.771915,0.797202,0.202798,-0.031574
2019-07-22,2.400000,24.000000,23.171493,23.779350,0.500000,0.500000,0.998390,0.001610,0.946539,0.053461,-0.385700
2019-07-23,2.400000,24.000000,23.067609,23.801382,0.500000,0.500000,0.997721,0.002279,0.963601,0.036399,-0.575259
2019-07-24,2.400000,24.000000,21.001948,23.322879,0.500000,0.500000,0.082323,0.917677,0.157948,0.842052,0.657794
2019-07-25,2.400000,24.000000,15.985598,22.222878,0.500000,0.500000,0.423245,0.576755,0.286706,0.713294,0.880632
2019-07-26,2.400000,24.000000,12.212783,22.156167,0.500000,0.500000,0.684309,0.315691,0.717666,0.282334,0.681072
2019-07-27,2.400000,24.000000,21.497744,22.883225,0.500000,0.500000,0.833851,0.166149,0.418418,0.581582,-0.248703
2019-07-28,2.400000,24.000000,5.682175,23.331996,0.500000,0.500000,0.014621,0.985379,0.020921,0.979079,0.676676
2019-07-29,2.400000,24.000000,20.369059,23.915773,0.500000,0.500000,0.175600,0.824400,0.586907,0.413093,0.665517
2019-07-30,2.400000,24.000000,11.540555,22.559494,0.500000,0.500000,0.965459,0.034541,0.444030,0.555970,0.129626
2019-07-31,2.400000,24.000000,22.018080,23.630996,0.500000,0.500000,0.802103,0.197897,0.095985,0.904015,-0.992141
2019-08-01,2.400000,24.000000,13.586511,21.649335,0.500000,0.500000,0.118594,0.881406,0.947987,0.052013,0.834852
2019-08-02,2.400000,24.000000,22.101622,23.044318,0.500000,0.500000,0.481429,0.518571,0.011439,0.988561,0.568883
2019-08-03,2.400000,24.000000,18.025924,23.740859,0.500000,0.500000,0.705457,0.294543,0.730193,0.269807,0.312456
2019-08-04,2.400000,24.000000,14.911785,23.960366,0.500000,0.500000,0.815613,0.184387,0.992561,0.007439,0.807119
2019-08-05,2.400000,24.000000,10.229558,23.609528,0.500000,0.500000,0.001666,0.998334,0.939808,0.060192,-0.451892
2019-08-06,2.400000,24.000000,4.574827,7.620973,0.500000,0.500000,0.401818,0.598182,0.587037,0.412963,0.227424
2019-08-07,3.600000,36.000000,28.628841,33.836880,0.500000,0.500000,0.879220,0.120780,0.925255,0.074745,-0.194054
2019-08-08,3.600000,36.000000,6.056086,32.602392,0.500000,0.500000,0.607655,0.392345,0.171233,0.828767,0.148541
2019-08-09,3.600000,36.000000,31.128780,34.478256,0.500000,0.500000,0.998343,0.001657,0.664836,0.335164,0.233768
2019-08-10,3.600000,36.000000,22.560630,26.771086,0.500000,0.500000,0.006458,0.993542,0.797941,0.202059,-0.440811
2019-08-11,3.600000,36.000000,25.688133,35.799525,0.500000,0.500000,0.316993,0.683007,0.044250,0.955750,-0.308838
2019-08-12,3.600000,36.000000,14.993102,35.795630,0.500000,0.500000,0.981529,0.018471,0.260099,0.739901,-0.587708
2019-08-13,3.600000,36.000000,17.106950,30.720281,0.500000,0.500000,0.754332,0.245668,0.497622,0.502378,-0.179014
2019-08-14,3.600000,36.000000,23.681669,30.305612,0.500000,0.500000,0.294138,0.705862,0.713187,0.286813,0.246864
2019-08-15,3.600000,36.000000,28.081853,33.900450,0.500000,0.500000,0.998847,0.001153,0.970188,0.029812,-0.771417
2019-08-16,3.600000,36.000000,26.060166,35.496674,0.500000,0.500000,0.974724,0.025276,0.162160,0.837840,-0.136566
2019-08-17,3.600000,36.000000,24.210757,27.650708,0.500000,0.500000,0.175143,0.824857,0.147767,0.852233,0.091125
2019-08-18,3.600000,36.000000,33.628569,35.383533,0.500000,0.500000,0.309825,0.690175,0.000048,0.999952,0.983994
2019-08-19,3.600000,36.000000,15.461613,34.258797,0.500000,0.500000,0.832622,0.167378,0.513343,0.486657,0.986342
2019-08-20,3.600000,36.000000,35.832525,35.959455,0.500000,0.500000,0.589967,0.410033,0.821233,0.178767,0.139409
2019-08-21,3.600000,36.000000,23.311413,33.467253,0.500000,0.500000,0.422351,0.577649,0.030050,0.969950,-0.915699
2019-08-22,3.600000,36.000000,25.868066,35.270988,0.500000,0.500000,0.363854,0.636146,0.773884,0.226116,-0.975419
2019-08-23,3.600000,36.000000,23.570226,35.944398,0.500000,0.500000,0.870317,0.129683,0.356123,0.643877,-0.759995
2019-08-24,3.600000,36.000000,25.762753,33.996151,0.500000,0.500000,0.973512,0.026488,0.061715,0.938285,0.257490
2019-08-25,3.600000,36.000000,31.395577,35.931383,0.500000,0.500000,0.311109,0.688891,0.247137,0.752863,-0.566627
2019-08-26,3.600000,36.000000,9.100074,28.672323,0.500000,0.500000,0.664751,0.335249,0.006755,0.993245,-0.752122
2019-08-27,3.600000,36.000000,24.671742,28.775579,0.500000,0.500000,0.777574,0.222426,0.738607,0.261393,0.512664
2019-08-28,3.600000,36.000000,32.027458,33.891955,0.500000,0.500000,0.046532,0.953468,0.922170,0.077830,0.646057
2019-08-29,3.600000,36.000000,13.218609,35.538253,0.500000,0.500000,0.002033,0.997967,0.893060,0.106940,0.131129
2019-08-30,3.600000,36.000000,9.961431,21.866525,0.500000,0.500000,0.035877,0.964123,0.668297,0.331703,-0.520780
2019-08-31,3.600000,36.000000,32.595204,35.951324,0.500000,0.500000,0.876918,0.123082,0.117929,0.882071,-0.607569
2019-09-01,3.600000,36.000000,23.068563,35.094666,0.500000,0.500000,0.080621,0.919379,0.721143,0.278857,-0.683735
2019-09-02,3.600000,36.000000,32.039521,35.806697,0.500000,0.500000,0.000050,0.999950,0.930381,0.069619,0.178544
2019-09-03,3.600000,36.000000,12.945247,32.281929,0.500000,0.500000,0.998453,0.001547,0.000023,0.999977,0.747337
2019-09-04,3.600000,36.000000,15.243177,35.207861,0.500000,0.500000,0.681685,0.318315,0.210368,0.789632,0.958497
2019-09-05,3.600000,36.000000,34.788874,35.953107,0.500000,0.500000,0.007489,0.992511,0.141335,0.858665,-0.199562
2019-09-06,3.600000,36.000000,23.000653,35.965640,0.500000,0.500000,0.614238,0.385762,0.725192,0.274808,-0.322641
2019-09-07,3.600000,36.000000,29.147418,35.762354,0.500000,0.500000,0.878896,0.121104,0.247640,0.752360,0.688811
2019-09-08,3.600000,36.000000,30.938790,33.020549,0.500000,0.500000,0.249003,0.750997,0.795435,0.204565,0.513990
2019-09-09,3.600000,36.000000,28.397255,35.433169,0.500000,0.500000,0.444598,0.555402,0.122789,0.877211,-0.072439
2019-09-10,3.600000,36.000000,19.521846,35.371875,0.500000,0.500000,0.998091,0.001909,0.366211,0.633789,0.251179
2019-09-11,3.600000,36.000000,9.344067,17.232013,0.500000,0.500000,0.553999,0.446001,0.445057,0.554943,-0.725881
2019-09-12,3.600000,36.000000,33.741791,34.675143,0.500000,0.500000,0.724261,0.275739,0.125328,0.874672,0.695130
2019-09-13,3.600000,36.000000,28.447079,33.274785,0.500000,0.500000,0.096179,0.903821,0.005888,0.994112,-0.053930
2019-09-14,3.600000,36.000000,31.883179,35.742608,0.500000,0.500000,0.921543,0.078457,0.636531,0.363469,-0.454938
2019-09-15,3.600000,36.000000,14.520390,21.435031,0.500000,0.500000,0.014282,0.985718,0.063952,0.936048,-0.052433
2019-09-16,3.600000,36.000000,24.692332,25.704203,0.500000,0.500000,0.925768,0.074232,0.439372,0.560628,-0.411072
2019-09-17,3.600000,36.000000,4.977631,19.803900,0.500000,0.500000,0.848567,0.151433,0.761304,0.238696,0.721710
2019-09-18,3.600000,36.000000,31.895469,33.755396,0.500000,0.500000,0.996898,0.003102,0.390592,0.609408,-0.788442
2019-09-19,3.600000,36.000000,14.118584,35.186140,0.500000,0.500000,0.567132,0.432868,0.419517,0.580483,0.186542
2019-09-20,3.600000,36.000000,21.675069,35.550470,0.500000,0.500000,0.233478,0.766522,0.177338,0.822662,0.585003
2019-09-21,3.600000,36.000000,27.127174,29.816678,0.500000,0.500000,0.695865,0.304135,0.405051,0.594949,0.983196
2019-09-22,3.600000,36.000000,35.691877,35.894940,0.500000,0.500000,0.950072,0.049928,0.876945,0.123055,-0.029493
